Ticker,MarketCap,PE,Revenue,NetIncome,TotalAssets,TotalDebt,Symbol,Sector,ProfitMargin,ROA,DebtRatio,EarningsYield,LogMarketCap,SizeGroup,PM_z,ROA_z,Debt_z,FinancialStrengthScore
GOOGL,4133303091200,31.637035,402836000000.0,132170000000.0,595281000000.0,59291000000.0,GOOGL,Communication Services,0.3280987796522654,0.2220295961067126,0.0996017007094128,0.0316085246294414,29.050097983199503,Large,1.1902352260447366,2.2958064560501072,-1.238682115810254,4.7247237979050976
MCO,81054064640,33.334553,7718000000.0,2459000000.0,15830000000.0,7351000000.0,MCO,Financials,0.3186058564394921,0.1553379658875552,0.4643714466203411,0.0299989023401633,25.11838223365472,Large,1.1221404111016238,1.2890850747820124,0.8875140368007525,1.5237114490828838
NWS,16439382016,38.909092,8452000000.0,1180000000.0,15504000000.0,2940000000.0,NWS,Communication Services,0.1396119261713204,0.076109391124871,0.1896284829721362,0.0257009338588523,23.522945635600276,Smaller,-0.1618222086687643,0.09311640586678953,-0.7139275268545897,0.6452217240526149
BKR,59287252992,22.992308,27733000000.0,2588000000.0,40881000000.0,6087000000.0,BKR,Energy,0.0933184293080445,0.0633056921308187,0.1488955749614735,0.0434928063768108,24.80566016186692,Mid,-0.49389558915631093,-0.10015758510142975,-0.9513544331914905,0.35730125893374987
HPE,35133698048,,34296000000.0,57000000.0,75906000000.0,24077000000.0,HPE,Information Technology,0.0016620013995801,0.0007509287803335,0.3171949516507259,,24.28242656520455,Mid,-1.1513671979412146,-1.044432264819926,0.029641088544837903,-2.2254405513059785
MCHP,42619830272,,4401600000.0,-500000.0,15374600000.0,5666100000.0,MCHP,Information Technology,-0.0001135950563431,-3.252117128250491e-05,0.3685364172076021,,24.47558548125325,Mid,-1.1641039397613786,-1.056258573681375,0.3289039187552592,-2.549266432198013
NWSA,14987316224,33.77922,8452000000.0,1180000000.0,15504000000.0,2940000000.0,NWSA,Communication Services,0.1396119261713204,0.076109391124871,0.1896284829721362,0.0296039991450365,23.43047009527324,Smaller,-0.1618222086687643,0.09311640586678953,-0.7139275268545897,0.6452217240526149
CSGP,16834241536,1986.0001,3247000000.0,7000000.0,10538000000.0,1184000000.0,CSGP,Real Estate,0.0021558361564521,0.000664262668438,0.1123552856329474,0.0005035246473552,23.546680835737888,Smaller,-1.1478248131954465,-1.045740504363477,-1.1643431019518007,-1.029222215607123
CCI,38710149120,35.20238,4264000000.0,444000000.0,31518000000.0,29566000000.0,CCI,Real Estate,0.1041275797373358,0.0140871882733676,0.9380671362396092,0.028407170197015,24.37936765376311,Mid,-0.41635918844209674,-0.8431191834983603,3.6486255710419786,-4.908103942982436
SYK,131486154752,40.82283,25116000000.0,3246000000.0,47844000000.0,15859000000.0,SYK,Health Care,0.1292403248924988,0.0678454978680712,0.331473120976507,0.0244960969143981,25.602167395964123,Large,-0.2362199736053648,-0.031628453522594524,0.11286670971303989,-0.3807151368409992
NI,23117938688,24.774359,6642200000.0,929500000.0,35858700000.0,16213500000.0,NI,Utilities,0.139938574568667,0.025921185095946,0.4521496875235298,0.0403643137648889,23.863874719682432,Smaller,-0.15947908825472232,-0.6644830099935453,0.8162749676041419,-1.6402370658524095
AEP,72652693504,20.06907,21876000000.0,3580000000.0,114460000000.0,49508000000.0,AEP,Utilities,0.1636496617297494,0.0312773021142757,0.4325353835401013,0.0498279192807638,25.008956301347705,Mid,0.010605727154020472,-0.5836315222550206,0.7019457006262496,-1.2749714957272498
ROL,26509385728,50.458714,3761050000.0,526705000.0,3140523000.0,1038005000.0,ROL,Industrials,0.1400420095452068,0.1677125115784855,0.330519789219821,0.019818182445157,24.00076468564731,Smaller,-0.15873712653984778,1.4758809244201276,0.10730986094487859,1.2098339369354012
VMC,38091603968,35.836605,7941100000.0,1076700000.0,16700400000.0,4884700000.0,VMC,Materials,0.1355857500850008,0.0644715096644391,0.2924900002395152,0.0279044290049238,24.36325972650044,Mid,-0.19070285053021088,-0.0825593732434183,-0.11436091060611298,-0.1589013131675162
IDXX,46918459392,45.049694,4303702000.0,1059464000.0,3350759000.0,976062000.0,IDXX,Health Care,0.2461750372121489,0.3161862730205306,0.2912957929830226,0.022197709045482,24.571677025410004,Mid,0.6025782993142402,3.717117339091979,-0.12132179182676867,4.4410174302329875
HRL,11660522496,23.80899,12106160000.0,478197000.0,13393119000.0,2857424000.0,HRL,Consumer Staples,0.0395003039774792,0.0357046779021376,0.213350153911124,0.042000941661112,23.17947482784248,Smaller,-0.8799447757797694,-0.516799539682357,-0.5756569437007549,-0.8210873717613715
COHR,64684986368,331.75,5810115000.0,49364000.0,14910936000.0,3893658000.0,COHR,Information Technology,0.0084962173726337,0.0033105902942645,0.2611276716632678,0.0030143180105501,24.89279496157188,Mid,-1.102343871665894,-1.0057937435179953,-0.2971679090023628,-1.8109697061815266
ACGL,34768662528,8.4129305,19294000000.0,4399000000.0,79241000000.0,2729000000.0,ACGL,Financials,0.2279983414533015,0.0555141908860312,0.0344392423114296,0.1188646453218649,24.271982315962315,Mid,0.4721928841756748,-0.21777160757364358,-1.618505743985542,1.8729270205875732
